admission_year,round,college_code,college_name,quota,closing_rank_air,seats_allotted_in_data
2026,Round 2,2105,MGVM DC NASIK,OBC EMOBC (EMR),279990,2
2026,Round 2,2105,MGVM DC NASIK,OBC EMOBCW (EMR),269847,3
2026,Round 2,2105,MGVM DC NASIK,OBC HA EMOBC (EMR),279855,1
2026,Round 2,2105,MGVM DC NASIK,OBC I.Q.,1172744,6
2026,Round 2,2105,MGVM DC NASIK(Ret.),OBC I.Q.,860580,2
2026,Round 2,2105,MGVM DC NASIK,OBC OPEN,244612,5
2026,Round 2,2105,MGVM DC NASIK(No Change),OBC OPEN,212518,2
2026,Round 2,2105,MGVM DC NASIK(No Change),OBC OPEN (EMD),209745,3
2026,Round 2,2105,MGVM DC NASIK(Ret.),OBC OPEN (EMD),206390,1
2026,Round 2,2105,MGVM DC NASIK,OBC OPEN (W),205345,4
2026,Round 2,2105,MGVM DC NASIK(No Change),OBC OPEN (W) (EMD),165238,2
2026,Round 2,2105,MGVM DC NASIK,OPEN,244009,11
2026,Round 2,2105,MGVM DC NASIK(No Change),OPEN,218673,4
2026,Round 2,2105,MGVM DC NASIK,OPEN (W),220976,5
2026,Round 2,2105,MGVM DC NASIK,SC D1 EMSC (EMR),295367,1
2026,Round 2,2105,MGVM DC NASIK(No Change),SC OPEN (EMD),195647,1
2026,Round 2,2105,MGVM DC NASIK,SC SC,316670,4
2026,Round 2,2105,MGVM DC NASIK(No Change),SC SC (W),293198,1
2026,Round 2,2105,MGVM DC NASIK,SC SC (W),310532,1
2026,Round 2,2105,MGVM DC NASIK,SEBC EMSEBC (EMR),332818,3
2026,Round 2,2105,MGVM DC NASIK(No Change),SEBC EMSEBCW (EMR),234010,1
2026,Round 2,2105,MGVM DC NASIK,SEBC EMSEBCW (EMR),325731,2
2026,Round 2,2105,MGVM DC NASIK(No Change),SEBC OPEN (EMD),130878,1
2026,Round 2,2105,MGVM DC NASIK,SEBC OPEN (W) (EMD),212099,1
2026,Round 2,2105,MGVM DC NASIK(No Change),SEBC SEBC,263036,1
2026,Round 2,2105,MGVM DC NASIK,SEBC SEBC,337771,2
2026,Round 2,2105,MGVM DC NASIK(No Change),SOBC EMOBC (EMR),229174,1
2026,Round 2,2105,MGVM DC NASIK,ST ST,580147,2
2026,Round 2,2105,MGVM DC NASIK(No Change),ST ST (W),510959,1
2026,Round 2,2105,MGVM DC NASIK,VJA EMVJA (EMR),292916,1
2026,Round 2,2105,MGVM DC NASIK,VJA OPEN,248327,1
2026,Round 2,2105,MGVM DC NASIK(No Change),VJA VJA (W),330356,1
2026,Round 2,2115,YMT DC NEW MUMBAI,EWS OPEN,186315,6
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),EWS OPEN,162349,3
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),EWS OPEN (W),146792,1
2026,Round 2,2115,YMT DC NEW MUMBAI,EWS OPEN (W),170692,2
2026,Round 2,2115,YMT DC NEW MUMBAI,I.Q.,945032,8
2026,Round 2,2115,YMT DC NEW MUMBAI(No Pref),I.Q.,786342,1
2026,Round 2,2115,YMT DC NEW MUMBAI(Ret.),I.Q.,801386,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),NTB NTB(W),294652,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),NTC EMNTC (EMR),192780,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),NTC NTC(W),171635,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),NTC OPEN (EMD),170398,1
2026,Round 2,2115,YMT DC NEW MUMBAI,NTD D2 EMNTD (EMR),203192,1
2026,Round 2,2115,YMT DC NEW MUMBAI,NTD HA OPEN,184396,1
2026,Round 2,2115,YMT DC NEW MUMBAI,NTD OPEN,127885,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),NTD OPEN (W),127920,1
2026,Round 2,2115,YMT DC NEW MUMBAI,OBC D2 OPEN,172650,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),OBC EMOBC (EMR),176083,3
2026,Round 2,2115,YMT DC NEW MUMBAI,OBC EMOBC (EMR),208994,3
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),OBC EMOBCW (EMR),174250,2
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),OBC I.Q.,785799,1
2026,Round 2,2115,YMT DC NEW MUMBAI,OBC OBC,213782,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),OBC OBC(W),175164,1
2026,Round 2,2115,YMT DC NEW MUMBAI,OBC OPEN,181750,3
2026,Round 2,2115,YMT DC NEW MUMBAI,OBC OPEN (EMD),146050,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),OBC OPEN (EMD),164850,1
2026,Round 2,2115,YMT DC NEW MUMBAI,OBC OPEN (W),166094,1
2026,Round 2,2115,YMT DC NEW MUMBAI,OPEN,187618,8
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),OPEN,164857,8
2026,Round 2,2115,YMT DC NEW MUMBAI,OPEN (W),172786,7
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),OPEN (W),142389,2
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),SC I.Q.,834508,1
2026,Round 2,2115,YMT DC NEW MUMBAI,SC I.Q.,925787,2
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),SC SC,245455,1
2026,Round 2,2115,YMT DC NEW MUMBAI,SC SC,286671,4
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),SC SC (W),246712,2
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),SEBC EMSEBC (EMR),213390,1
2026,Round 2,2115,YMT DC NEW MUMBAI,SEBC EMSEBC (EMR),229942,1
2026,Round 2,2115,YMT DC NEW MUMBAI,SEBC OPEN (W),139394,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),SEBC SEBC,218602,1
2026,Round 2,2115,YMT DC NEW MUMBAI,SEBC SEBC,254259,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),SEBC SEBC(W),193902,2
2026,Round 2,2115,YMT DC NEW MUMBAI,SEBC SEBC(W),235605,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),SEBCD1 SEBC,221748,1
2026,Round 2,2115,YMT DC NEW MUMBAI,SEBCHA SEBC,244711,1
2026,Round 2,2115,YMT DC NEW MUMBAI,SOBC I.Q.,963223,1
2026,Round 2,2115,YMT DC NEW MUMBAI,SOBC OPEN (EMD),156859,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),ST ST,548584,2
2026,Round 2,2115,YMT DC NEW MUMBAI,ST ST (W),461643,1
2026,Round 2,2115,YMT DC NEW MUMBAI(No Change),VJA EMVJA (EMR),203718,1
2026,Round 2,2115,YMT DC NEW MUMBAI,VJA OPEN,187670,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",D2 OPEN,212213,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",EWS OPEN,240568,3
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(Ret.)",EWS OPEN,211830,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",EWS OPEN (W),157619,3
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",I.Q.,985037,6
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",NTB EMNTB (EMR),266067,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",NTB OPEN,239081,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",NTC D1 I.Q.,797780,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",NTC EMNTC (EMR),247133,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",NTC I.Q.,936108,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",NTC NTC(W),265495,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",NTC OPEN,239692,4
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",NTC OPEN,214447,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",NTD HA EMNTD (EMR),223245,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(Ret.)",OBC EMOBC (EMR),228797,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",OBC EMOBC (EMR),231737,2
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",OBC EMOBC (EMR),259760,3
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",OBC EMOBCW (EMR),227608,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",OBC EMOBCW (EMR),243641,2
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",OBC HA OPEN,232815,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",OBC I.Q.,1077778,4
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",OBC OBC,259843,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",OBC OPEN,240684,5
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",OBC OPEN (EMD),200917,2
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",OBC OPEN (W),181333,3
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(Ret.)",OBC OPEN (W),167256,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",OBC OPEN (W) (EMD),164105,3
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",OPEN,216873,2
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",OPEN,239120,11
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",OPEN (W),196944,3
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",SC D1 SC (W),270138,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",SC EMSC (EMR),230359,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SC EMSC (EMR),287723,2
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SC I.Q.,806704,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SC OPEN (EMD),222620,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SC SC,291014,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SC SC (W),284605,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SEBC EMSEBC (EMR),259148,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",SEBC EMSEBCW (EMR),227732,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SEBC I.Q.,920559,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SEBC OPEN,136433,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",SEBC OPEN (W),182028,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(Ret.)",SEBC OPEN (W) (EMD),179414,2
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(Ret.)",SEBC SEBC,247592,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",SEBC SEBC,251438,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SEBC SEBC,262720,2
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",SEBCD1 EMSEBCW (EMR),222936,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",SEBCD1 SEBC,282012,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",ST ST,438702,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",ST ST,555629,2
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",ST ST (W),541086,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",VJA D2 I.Q.,993806,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",VJA EMVJA (EMR),277787,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE",VJA OPEN,226658,1
2026,Round 2,2116,"D Y PATIL DC LOHGAON, PUNE(No Change)",VJA OPEN (EMD),155253,1
2026,Round 2,2117,SMBT DC SANGAMNER,D1 OPEN,308163,1
2026,Round 2,2117,SMBT DC SANGAMNER,D3 OPEN,324957,1
2026,Round 2,2117,SMBT DC SANGAMNER,EWS OPEN,323893,1
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),EWS OPEN (W),233918,1
2026,Round 2,2117,SMBT DC SANGAMNER,EWS OPEN (W),292552,2
2026,Round 2,2117,SMBT DC SANGAMNER,HA OPEN,306484,1
2026,Round 2,2117,SMBT DC SANGAMNER,I.Q.,802408,1
2026,Round 2,2117,SMBT DC SANGAMNER(Ret.),I.Q.,972363,1
2026,Round 2,2117,SMBT DC SANGAMNER,NTB NTB(W),387564,1
2026,Round 2,2117,SMBT DC SANGAMNER,NTB OPEN,209832,1
2026,Round 2,2117,SMBT DC SANGAMNER,NTC EMNTC (EMR),335927,1
2026,Round 2,2117,SMBT DC SANGAMNER,NTC I.Q.,1138914,1
2026,Round 2,2117,SMBT DC SANGAMNER,NTC OPEN,297103,1
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),NTC OPEN (EMD),280035,1
2026,Round 2,2117,SMBT DC SANGAMNER,NTD EMNTD (EMR),340507,1
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),NTD OPEN,289922,3
2026,Round 2,2117,SMBT DC SANGAMNER,NTD OPEN,323850,3
2026,Round 2,2117,SMBT DC SANGAMNER,NTD OPEN (W),289358,1
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),OBC D1 OPEN (W),257829,1
2026,Round 2,2117,SMBT DC SANGAMNER(Ret.),OBC D2 I.Q.,850662,1
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),OBC EMOBC (EMR),310848,2
2026,Round 2,2117,SMBT DC SANGAMNER(Ret.),OBC EMOBC (EMR),312914,1
2026,Round 2,2117,SMBT DC SANGAMNER,OBC EMOBC (EMR),344117,2
2026,Round 2,2117,SMBT DC SANGAMNER,OBC EMOBCW (EMR),341391,2
2026,Round 2,2117,SMBT DC SANGAMNER(Ret.),OBC HA EMOBC (EMR),313891,1
2026,Round 2,2117,SMBT DC SANGAMNER,OBC HA EMOBC (EMR),347897,1
2026,Round 2,2117,SMBT DC SANGAMNER,OBC HA EMOBCW (EMR),336605,1
2026,Round 2,2117,SMBT DC SANGAMNER(Ret.),OBC I.Q.,1040391,2
2026,Round 2,2117,SMBT DC SANGAMNER,OBC I.Q.,1156156,5
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),OBC OPEN,286864,1
2026,Round 2,2117,SMBT DC SANGAMNER,OBC OPEN,330566,6
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),OBC OPEN (EMD),283103,2
2026,Round 2,2117,SMBT DC SANGAMNER,OBC OPEN (W),296604,3
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),OBC OPEN (W) (EMD),234991,2
2026,Round 2,2117,SMBT DC SANGAMNER,OPEN,320607,7
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),OPEN,282744,4
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),OPEN (W),224639,1
2026,Round 2,2117,SMBT DC SANGAMNER,OPEN (W),298071,3
2026,Round 2,2117,SMBT DC SANGAMNER,SC EMSC (EMR),342209,3
2026,Round 2,2117,SMBT DC SANGAMNER,SC EMSCW (EMR),331452,1
2026,Round 2,2117,SMBT DC SANGAMNER,SC OPEN,328177,1
2026,Round 2,2117,SMBT DC SANGAMNER,SC OPEN (EMD),308585,1
2026,Round 2,2117,SMBT DC SANGAMNER,SC OPEN (W) (EMD),291145,1
2026,Round 2,2117,SMBT DC SANGAMNER(Ret.),SC SC,311030,1
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),SC SC (W),307631,1
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),SEBC EMSEBC (EMR),300294,1
2026,Round 2,2117,SMBT DC SANGAMNER(Ret.),SEBC I.Q.,1016253,1
2026,Round 2,2117,SMBT DC SANGAMNER,SEBC I.Q.,1124039,1
2026,Round 2,2117,SMBT DC SANGAMNER,SEBC OPEN (W),297903,1
2026,Round 2,2117,SMBT DC SANGAMNER,SEBC SEBC,367897,3
2026,Round 2,2117,SMBT DC SANGAMNER(Ret.),SEBC SEBC,343947,1
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),SEBC SEBC,347808,1
2026,Round 2,2117,SMBT DC SANGAMNER(No Change),SEBC SEBC(W),323307,1
2026,Round 2,2117,SMBT DC SANGAMNER,SEBC SEBC(W),359285,1
2026,Round 2,2117,SMBT DC SANGAMNER,SOBC HA OPEN,326518,1
2026,Round 2,2117,SMBT DC SANGAMNER,SOBC I.Q.,1194890,1
2026,Round 2,2117,SMBT DC SANGAMNER,ST ST,681945,3
2026,Round 2,2117,SMBT DC SANGAMNER,ST ST (W),673734,1
2026,Round 2,2117,SMBT DC SANGAMNER,VJA EMVJA (EMR),385701,1
2026,Round 2,2117,SMBT DC SANGAMNER,VJA VJA (W),381904,1
2026,Round 2,2118,PDU DC SOLAPUR,EWS D1 OPEN (W),339767,1
2026,Round 2,2118,PDU DC SOLAPUR,EWS OPEN,359195,2
2026,Round 2,2118,PDU DC SOLAPUR(Ret.),EWS OPEN (W),272122,1
2026,Round 2,2118,PDU DC SOLAPUR,EWS OPEN (W),330184,1
2026,Round 2,2118,PDU DC SOLAPUR,I.Q.,380323,1
2026,Round 2,2118,PDU DC SOLAPUR(No Change),I.Q.,613861,1
2026,Round 2,2118,PDU DC SOLAPUR,NTB I.Q.,949239,1
2026,Round 2,2118,PDU DC SOLAPUR,NTB NTB,405606,1
2026,Round 2,2118,PDU DC SOLAPUR(No Change),NTB OPEN,274186,1
2026,Round 2,2118,PDU DC SOLAPUR,NTB OPEN,373373,1
2026,Round 2,2118,PDU DC SOLAPUR,NTC EMNTC (EMR),395292,1
2026,Round 2,2118,PDU DC SOLAPUR(No Change),NTC NTC(W),328622,1
2026,Round 2,2118,PDU DC SOLAPUR,NTC OPEN,373714,5
2026,Round 2,2118,PDU DC SOLAPUR(No Change),NTC OPEN (EMD),294953,1
2026,Round 2,2118,PDU DC SOLAPUR,NTD EMNTDW (EMR),376969,1
2026,Round 2,2118,PDU DC SOLAPUR,NTD OPEN,348278,2
2026,Round 2,2118,PDU DC SOLAPUR,OBC EMOBC (EMR),401730,7
2026,Round 2,2118,PDU DC SOLAPUR,OBC EMOBCW (EMR),382164,1
2026,Round 2,2118,PDU DC SOLAPUR(No Change),OBC I.Q.,940948,1
2026,Round 2,2118,PDU DC SOLAPUR,OBC OPEN,369658,6
2026,Round 2,2118,PDU DC SOLAPUR(No Change),OBC OPEN (EMD),296392,1
2026,Round 2,2118,PDU DC SOLAPUR,OBC OPEN (EMD),310487,1
2026,Round 2,2118,PDU DC SOLAPUR,OPEN,376725,5
2026,Round 2,2118,PDU DC SOLAPUR(No Change),OPEN,220456,1
2026,Round 2,2118,PDU DC SOLAPUR(Ret.),OPEN,302236,2
2026,Round 2,2118,PDU DC SOLAPUR,OPEN (W),348135,7
2026,Round 2,2118,PDU DC SOLAPUR(No Change),OPEN (W),194776,1
2026,Round 2,2118,PDU DC SOLAPUR(Ret.),OPEN (W),218342,1
2026,Round 2,2118,PDU DC SOLAPUR,SC EMSC (EMR),404743,3
2026,Round 2,2118,PDU DC SOLAPUR(Ret.),SC I.Q.,1065335,1
2026,Round 2,2118,PDU DC SOLAPUR,SC OPEN,372244,7
2026,Round 2,2118,PDU DC SOLAPUR,SC OPEN (W),344323,2
2026,Round 2,2118,PDU DC SOLAPUR(Ret.),SC SC,330548,1
2026,Round 2,2118,PDU DC SOLAPUR(No Change),SC SC (W),317671,1
2026,Round 2,2118,PDU DC SOLAPUR,SC SC (W),389988,1
2026,Round 2,2118,PDU DC SOLAPUR(No Change),SEBC EMSEBC (EMR),365420,2
2026,Round 2,2118,PDU DC SOLAPUR,SEBC EMSEBCW (EMR),422152,1
2026,Round 2,2118,PDU DC SOLAPUR(Ret.),SEBC I.Q.,649664,1
2026,Round 2,2118,PDU DC SOLAPUR,SEBC OPEN (W),91861,1
2026,Round 2,2118,PDU DC SOLAPUR(No Change),SEBC SEBC,389882,1
2026,Round 2,2118,PDU DC SOLAPUR,SEBC SEBC,425245,3
2026,Round 2,2118,PDU DC SOLAPUR(Ret.),SEBC SEBC(W),337870,1
2026,Round 2,2118,PDU DC SOLAPUR,SEBCD1HA EMSEBCW (EMR),382645,1
2026,Round 2,2118,PDU DC SOLAPUR(Ret.),SOBC EMOBCW (EMR),315772,1
2026,Round 2,2118,PDU DC SOLAPUR,SOBC OPEN,338471,1
2026,Round 2,2118,PDU DC SOLAPUR,ST ST,710228,3
2026,Round 2,2118,PDU DC SOLAPUR,ST ST (W),703083,1
2026,Round 2,2118,PDU DC SOLAPUR,VJA VJA,432023,1
2026,Round 2,2118,PDU DC SOLAPUR,VJA VJA (W),387707,1
2026,Round 2,2119,MAR DC PUNE(No Change),EWS OPEN (W) MINO,235320,3
2026,Round 2,2119,MAR DC PUNE,EWS OPEN (W) MINO,257683,3
2026,Round 2,2119,MAR DC PUNE(No Change),EWS OPEN MINO,308138,7
2026,Round 2,2119,MAR DC PUNE(Ret.),EWS OPEN MINO,294849,3
2026,Round 2,2119,MAR DC PUNE(No Pref),EWS OPEN MINO,314105,1
2026,Round 2,2119,MAR DC PUNE,EWS OPEN MINO,329476,4
2026,Round 2,2119,MAR DC PUNE,I.Q. MINO,969639,5
2026,Round 2,2119,MAR DC PUNE(No Pref),I.Q. MINO,989239,2
2026,Round 2,2119,MAR DC PUNE(Ret.),I.Q. MINO,925220,1
2026,Round 2,2119,MAR DC PUNE(No Change),I.Q. MINO,973507,1
2026,Round 2,2119,MAR DC PUNE(Ret.),OBC I.Q. MINO,1029374,1
2026,Round 2,2119,MAR DC PUNE(No Change),OBC OPEN (W) MINO,230665,2
2026,Round 2,2119,MAR DC PUNE,OBC OPEN (W) MINO,280539,1
2026,Round 2,2119,MAR DC PUNE(Ret.),OBC OPEN MINO,254379,1
2026,Round 2,2119,MAR DC PUNE,OBC OPEN MINO,324735,3
2026,Round 2,2119,MAR DC PUNE(No Change),OBC OPEN MINO,301703,3
2026,Round 2,2119,MAR DC PUNE(No Change),OPEN (W) MINO,224432,4
2026,Round 2,2119,MAR DC PUNE,OPEN (W) MINO,262419,7
2026,Round 2,2119,MAR DC PUNE(Ret.),OPEN (W) MINO,219542,5
2026,Round 2,2119,MAR DC PUNE(No Change),OPEN MINO,310860,13
2026,Round 2,2119,MAR DC PUNE(Ret.),OPEN MINO,314533,13
2026,Round 2,2119,MAR DC PUNE,OPEN MINO,325559,12
2026,Round 2,2120,KORE DC KOLHAPUR(No Change),EWS OPEN,238250,1
2026,Round 2,2120,KORE DC KOLHAPUR,EWS OPEN,279547,2
2026,Round 2,2120,KORE DC KOLHAPUR(No Change),EWS OPEN (W),156861,1
2026,Round 2,2120,KORE DC KOLHAPUR,EWS OPEN (W),180064,1
2026,Round 2,2120,KORE DC KOLHAPUR(Ret.),I.Q.,978731,2
2026,Round 2,2120,KORE DC KOLHAPUR,NTC EMNTC (EMR),339570,1
2026,Round 2,2120,KORE DC KOLHAPUR(Ret.),NTC I.Q.,916477,1
2026,Round 2,2120,KORE DC KOLHAPUR,NTC OPEN (W),222612,1
2026,Round 2,2120,KORE DC KOLHAPUR(No Change),NTC OPEN (W),234512,1
2026,Round 2,2120,KORE DC KOLHAPUR,NTD EMNTD (EMR),369321,1
2026,Round 2,2120,KORE DC KOLHAPUR(No Change),NTD OPEN (EMD),251101,1
2026,Round 2,2120,KORE DC KOLHAPUR,OBC D1 EMOBC (EMR),350494,1
2026,Round 2,2120,KORE DC KOLHAPUR,OBC D1 EMOBCW (EMR),319700,1
2026,Round 2,2120,KORE DC KOLHAPUR(Ret.),OBC EMOBC (EMR),304208,2
2026,Round 2,2120,KORE DC KOLHAPUR,OBC EMOBC (EMR),354409,1
2026,Round 2,2120,KORE DC KOLHAPUR,OBC EMOBCW (EMR),327244,1
2026,Round 2,2120,KORE DC KOLHAPUR(Ret.),OBC I.Q.,760154,1
2026,Round 2,2120,KORE DC KOLHAPUR,OBC I.Q.,966517,2
2026,Round 2,2120,KORE DC KOLHAPUR,OBC OPEN,265491,2
2026,Round 2,2120,KORE DC KOLHAPUR(No Change),OBC OPEN (EMD),172139,1
2026,Round 2,2120,KORE DC KOLHAPUR(Ret.),OBC OPEN (EMD),271803,1
2026,Round 2,2120,KORE DC KOLHAPUR,OPEN,306707,6
2026,Round 2,2120,KORE DC KOLHAPUR,OPEN (W),218327,2
2026,Round 2,2120,KORE DC KOLHAPUR(No Change),OPEN (W),225827,2
2026,Round 2,2120,KORE DC KOLHAPUR,SC EMSC (EMR),343881,2
2026,Round 2,2120,KORE DC KOLHAPUR,SC HA OPEN (EMD),293232,1
2026,Round 2,2120,KORE DC KOLHAPUR,SC OPEN,303017,2
2026,Round 2,2120,KORE DC KOLHAPUR,SC OPEN (EMD),311102,1
2026,Round 2,2120,KORE DC KOLHAPUR(No Change),SC SC,287828,1
2026,Round 2,2120,KORE DC KOLHAPUR(No Change),SC SC (W),287266,1
2026,Round 2,2120,KORE DC KOLHAPUR(No Change),SEBC EMSEBC (EMR),285582,1
2026,Round 2,2120,KORE DC KOLHAPUR,SEBC EMSEBC (EMR),344239,2
2026,Round 2,2120,KORE DC KOLHAPUR,SEBC EMSEBCW (EMR),321974,2
2026,Round 2,2120,KORE DC KOLHAPUR,SEBC I.Q.,1034780,2
2026,Round 2,2120,KORE DC KOLHAPUR(Ret.),SEBC I.Q.,858585,1
2026,Round 2,2120,KORE DC KOLHAPUR(Ret.),SEBC OPEN,266545,1
2026,Round 2,2120,KORE DC KOLHAPUR,SEBC OPEN,306075,1
2026,Round 2,2120,KORE DC KOLHAPUR,SEBC OPEN (W),158136,1
2026,Round 2,2120,KORE DC KOLHAPUR,SEBCD1 OPEN,284796,1
2026,Round 2,2120,KORE DC KOLHAPUR,SEBCHA OPEN,302479,1
2026,Round 2,2120,KORE DC KOLHAPUR,ST ST,472011,1
2026,Round 2,2120,KORE DC KOLHAPUR,ST ST (W),668289,1
2026,Round 2,2120,KORE DC KOLHAPUR,VJA VJA,339045,1
2026,Round 2,2121,ACPM DC DHULE,EWS I.Q.,534934,1
2026,Round 2,2121,ACPM DC DHULE,EWS OPEN,329654,5
2026,Round 2,2121,ACPM DC DHULE(No Change),EWS OPEN,257819,2
2026,Round 2,2121,ACPM DC DHULE(No Change),EWS OPEN (W),236699,2
2026,Round 2,2121,ACPM DC DHULE,I.Q.,760107,4
2026,Round 2,2121,ACPM DC DHULE(No Change),I.Q.,651661,1
2026,Round 2,2121,ACPM DC DHULE(Ret.),I.Q.,777943,1
2026,Round 2,2121,ACPM DC DHULE,NTB NTB,415533,1
2026,Round 2,2121,ACPM DC DHULE(No Change),NTB NTB(W),312879,1
2026,Round 2,2121,ACPM DC DHULE(No Change),NTC EMNTC (EMR),334653,1
2026,Round 2,2121,ACPM DC DHULE,NTC OPEN,218184,1
2026,Round 2,2121,ACPM DC DHULE,NTD EMNTD (EMR),386376,1
2026,Round 2,2121,ACPM DC DHULE,NTD I.Q.,1022720,1
2026,Round 2,2121,ACPM DC DHULE,OBC D2 OPEN,237918,1
2026,Round 2,2121,ACPM DC DHULE(Ret.),OBC EMOBC (EMR),291707,1
2026,Round 2,2121,ACPM DC DHULE(No Change),OBC EMOBC (EMR),321523,2
2026,Round 2,2121,ACPM DC DHULE,OBC EMOBC (EMR),352180,4
