admission_year,round,college_code,college_name,quota,closing_rank_air,seats_allotted_in_data
2026,Round 1,1101,GMC MUMBAI,D1 DEF1,17144,1
2026,Round 1,1101,GMC MUMBAI,D3 DEF3,6145,1
2026,Round 1,1101,GMC MUMBAI,EWS EWS,18286,13
2026,Round 1,1101,GMC MUMBAI,EWS EWS(W),16289,5
2026,Round 1,1101,GMC MUMBAI,EWS HA EWS,9770,1
2026,Round 1,1101,GMC MUMBAI,EWS HA EWS(W),16962,1
2026,Round 1,1101,GMC MUMBAI,EWS OPEN,4212,1
2026,Round 1,1101,GMC MUMBAI,EWS OPEN (W),4285,2
2026,Round 1,1101,GMC MUMBAI,EWS PWD PWD-EWS PH,428207,1
2026,Round 1,1101,GMC MUMBAI,HA HOPEN,2540,1
2026,Round 1,1101,GMC MUMBAI,MKB MKB W,27749,1
2026,Round 1,1101,GMC MUMBAI,NTB NTB,25593,3
2026,Round 1,1101,GMC MUMBAI,NTB NTB(W),29572,1
2026,Round 1,1101,GMC MUMBAI,NTB PWD PWD-NTB PH,842690,1
2026,Round 1,1101,GMC MUMBAI,NTC HA HNTC,35211,1
2026,Round 1,1101,GMC MUMBAI,NTC NTC,14070,5
2026,Round 1,1101,GMC MUMBAI,NTC NTC(W),9875,2
2026,Round 1,1101,GMC MUMBAI,NTD D1 DEF1,20168,1
2026,Round 1,1101,GMC MUMBAI,NTD EMNTD (EMR),7008,1
2026,Round 1,1101,GMC MUMBAI,NTD HA OPEN (EMD),4084,1
2026,Round 1,1101,GMC MUMBAI,NTD NTD,9397,2
2026,Round 1,1101,GMC MUMBAI,NTD NTD(W),10173,1
2026,Round 1,1101,GMC MUMBAI,OBC D2 DEF2,23926,1
2026,Round 1,1101,GMC MUMBAI,OBC EMOBC (EMR),8296,7
2026,Round 1,1101,GMC MUMBAI,OBC EMOBCW (EMR),6507,1
2026,Round 1,1101,GMC MUMBAI,OBC HA EMOBC (EMR),7678,1
2026,Round 1,1101,GMC MUMBAI,OBC HA HOBC,7090,1
2026,Round 1,1101,GMC MUMBAI,OBC HA HOPENW,1778,1
2026,Round 1,1101,GMC MUMBAI,OBC HA OBC,9820,4
2026,Round 1,1101,GMC MUMBAI,OBC OBC,10742,13
2026,Round 1,1101,GMC MUMBAI,OBC OBC(W),11713,9
2026,Round 1,1101,GMC MUMBAI,OBC OPEN (EMD),5827,8
2026,Round 1,1101,GMC MUMBAI,OBC OPEN (W) (EMD),6034,1
2026,Round 1,1101,GMC MUMBAI,OBC PWD HA PEM OBC PH (EMR),219740,1
2026,Round 1,1101,GMC MUMBAI,OBC PWD PWD-OBC PH,313119,1
2026,Round 1,1101,GMC MUMBAI,OBC PWD PWD-OPEN (EMD),118767,1
2026,Round 1,1101,GMC MUMBAI,OPEN,6376,22
2026,Round 1,1101,GMC MUMBAI,OPEN (W),6335,14
2026,Round 1,1101,GMC MUMBAI,PWD PWD-OPEN PH,143295,2
2026,Round 1,1101,GMC MUMBAI,SC D1 SC,40708,1
2026,Round 1,1101,GMC MUMBAI,SC HA HSCW,57410,1
2026,Round 1,1101,GMC MUMBAI,SC HA SC,27290,1
2026,Round 1,1101,GMC MUMBAI,SC PWD PWD-SC PH,529217,1
2026,Round 1,1101,GMC MUMBAI,SC SC,39767,15
2026,Round 1,1101,GMC MUMBAI,SC SC (W),39118,7
2026,Round 1,1101,GMC MUMBAI,SEBC EMSEBC (EMR),7723,3
2026,Round 1,1101,GMC MUMBAI,SEBC OPEN (EMD),5486,3
2026,Round 1,1101,GMC MUMBAI,SEBC SEBC,9244,9
2026,Round 1,1101,GMC MUMBAI,SEBC SEBC(W),11366,6
2026,Round 1,1101,GMC MUMBAI,SEBCD1 DEF1 W,17368,1
2026,Round 1,1101,GMC MUMBAI,SEBCHA HSEBC,12554,1
2026,Round 1,1101,GMC MUMBAI,SEBCPWD PWD-SEBC PH,452501,1
2026,Round 1,1101,GMC MUMBAI,SOBC OBC(W),8505,2
2026,Round 1,1101,GMC MUMBAI,ST HA ST (W),80676,1
2026,Round 1,1101,GMC MUMBAI,ST PWD PWD-ST PH,451144,1
2026,Round 1,1101,GMC MUMBAI,ST ST,127860,9
2026,Round 1,1101,GMC MUMBAI,ST ST (W),121540,4
2026,Round 1,1101,GMC MUMBAI,VJA PWD PWD-VJA PH,676033,1
2026,Round 1,1101,GMC MUMBAI,VJA VJA,14561,3
2026,Round 1,1101,GMC MUMBAI,VJA VJA (W),13205,2
2026,Round 1,1102,Tilak MC MUMBAI,D1 DEF1,20691,1
2026,Round 1,1102,Tilak MC MUMBAI,D3 DEF3,11684,1
2026,Round 1,1102,Tilak MC MUMBAI,EWS EWS,23775,8
2026,Round 1,1102,Tilak MC MUMBAI,EWS EWS(W),20317,5
2026,Round 1,1102,Tilak MC MUMBAI,EWS HA EWS,19888,1
2026,Round 1,1102,Tilak MC MUMBAI,EWS HA HEWS,14137,1
2026,Round 1,1102,Tilak MC MUMBAI,EWS ORP-C ORPHANC-EW Orphan-C EWS,413523,1
2026,Round 1,1102,Tilak MC MUMBAI,EWS PWD PWD-EWS PH,475884,1
2026,Round 1,1102,Tilak MC MUMBAI,HA HOPENW,12010,1
2026,Round 1,1102,Tilak MC MUMBAI,NTB NTB,46532,4
2026,Round 1,1102,Tilak MC MUMBAI,NTB NTB(W),33436,1
2026,Round 1,1102,Tilak MC MUMBAI,NTC D1 DEF1 W,17911,1
2026,Round 1,1102,Tilak MC MUMBAI,NTC NTC,15002,3
2026,Round 1,1102,Tilak MC MUMBAI,NTC NTC(W),17134,2
2026,Round 1,1102,Tilak MC MUMBAI,NTC PWD PWD-NTC PH,475280,1
2026,Round 1,1102,Tilak MC MUMBAI,NTD NTD,15954,2
2026,Round 1,1102,Tilak MC MUMBAI,NTD NTD(W),12573,1
2026,Round 1,1102,Tilak MC MUMBAI,OBC D2 DEF2 W,39228,1
2026,Round 1,1102,Tilak MC MUMBAI,OBC HA HOBC W,25913,1
2026,Round 1,1102,Tilak MC MUMBAI,OBC HA OBC,12209,1
2026,Round 1,1102,Tilak MC MUMBAI,OBC OBC,14587,17
2026,Round 1,1102,Tilak MC MUMBAI,OBC OBC(W),13894,8
2026,Round 1,1102,Tilak MC MUMBAI,OBC PWD PWD-OBC PH,403084,1
2026,Round 1,1102,Tilak MC MUMBAI,OPEN,4886,27
2026,Round 1,1102,Tilak MC MUMBAI,OPEN (W),5763,13
2026,Round 1,1102,Tilak MC MUMBAI,PWD HA PWD-OPEN PH,203403,1
2026,Round 1,1102,Tilak MC MUMBAI,PWD PWD-OPEN PH,271663,1
2026,Round 1,1102,Tilak MC MUMBAI,SC D1 SC,60578,1
2026,Round 1,1102,Tilak MC MUMBAI,SC HA HSC,50397,1
2026,Round 1,1102,Tilak MC MUMBAI,SC HA SC,62747,1
2026,Round 1,1102,Tilak MC MUMBAI,SC PWD PWD-SC PH,373042,1
2026,Round 1,1102,Tilak MC MUMBAI,SC SC,65934,11
2026,Round 1,1102,Tilak MC MUMBAI,SC SC (W),62403,7
2026,Round 1,1102,Tilak MC MUMBAI,SEBC EMSEBC (EMR),7988,1
2026,Round 1,1102,Tilak MC MUMBAI,SEBC OPEN,4700,1
2026,Round 1,1102,Tilak MC MUMBAI,SEBC OPEN (EMD),4735,1
2026,Round 1,1102,Tilak MC MUMBAI,SEBC SEBC,14707,9
2026,Round 1,1102,Tilak MC MUMBAI,SEBC SEBC(W),14540,5
2026,Round 1,1102,Tilak MC MUMBAI,SEBCD1 DEF1,22962,1
2026,Round 1,1102,Tilak MC MUMBAI,SEBCHA HSEBC,16323,1
2026,Round 1,1102,Tilak MC MUMBAI,SEBCPWD PWD-SEBC PH,588102,1
2026,Round 1,1102,Tilak MC MUMBAI,SOBC OBC,13912,2
2026,Round 1,1102,Tilak MC MUMBAI,SOBC OBC(W),12782,1
2026,Round 1,1102,Tilak MC MUMBAI,ST D2 ST (W),129865,1
2026,Round 1,1102,Tilak MC MUMBAI,ST HA ST,179010,1
2026,Round 1,1102,Tilak MC MUMBAI,ST ST,178029,7
2026,Round 1,1102,Tilak MC MUMBAI,ST ST (W),152491,2
2026,Round 1,1102,Tilak MC MUMBAI,VJA PWD PWD-OPEN PH,226577,1
2026,Round 1,1102,Tilak MC MUMBAI,VJA VJA,26651,4
2026,Round 1,1102,Tilak MC MUMBAI,VJA VJA (W),15534,1
2026,Round 1,1103,GSMC MUMBAI,D1HA DEF1 W,11400,1
2026,Round 1,1103,GSMC MUMBAI,D2 DEF2,389,1
2026,Round 1,1103,GSMC MUMBAI,D3 DEF3,3809,1
2026,Round 1,1103,GSMC MUMBAI,EWS D1 DEF1,8392,1
2026,Round 1,1103,GSMC MUMBAI,EWS EWS,5685,13
2026,Round 1,1103,GSMC MUMBAI,EWS EWS(W),4673,5
2026,Round 1,1103,GSMC MUMBAI,EWS HA EWS,3988,1
2026,Round 1,1103,GSMC MUMBAI,EWS HA EWS(W),3735,1
2026,Round 1,1103,GSMC MUMBAI,EWS PWD PWD-EWS PH,452951,1
2026,Round 1,1103,GSMC MUMBAI,HA HOPEN,90,1
2026,Round 1,1103,GSMC MUMBAI,HA HOPENW,1295,1
2026,Round 1,1103,GSMC MUMBAI,NTB EMNTB (EMR),3283,1
2026,Round 1,1103,GSMC MUMBAI,NTB HA NTB,12491,2
2026,Round 1,1103,GSMC MUMBAI,NTB HA OPEN (EMD),1129,1
2026,Round 1,1103,GSMC MUMBAI,NTB NTB,17235,1
2026,Round 1,1103,GSMC MUMBAI,NTB NTB(W),3551,1
2026,Round 1,1103,GSMC MUMBAI,NTC HA EMNTC (EMR),2625,1
2026,Round 1,1103,GSMC MUMBAI,NTC HA NTC,4947,1
2026,Round 1,1103,GSMC MUMBAI,NTC HA NTC(W),4993,1
2026,Round 1,1103,GSMC MUMBAI,NTC NTC,6116,3
2026,Round 1,1103,GSMC MUMBAI,NTC NTC(W),5781,1
2026,Round 1,1103,GSMC MUMBAI,NTC OPEN (EMD),1161,1
2026,Round 1,1103,GSMC MUMBAI,NTC PWD PWD-NTC PH,447236,1
2026,Round 1,1103,GSMC MUMBAI,NTD D1 DEF1,12395,1
2026,Round 1,1103,GSMC MUMBAI,NTD EMNTD (EMR),3456,1
2026,Round 1,1103,GSMC MUMBAI,NTD EMNTDW (EMR),5048,1
2026,Round 1,1103,GSMC MUMBAI,NTD NTD,3833,1
2026,Round 1,1103,GSMC MUMBAI,NTD OPEN (EMD),217,1
2026,Round 1,1103,GSMC MUMBAI,NTD OPEN (W) (EMD),1541,1
2026,Round 1,1103,GSMC MUMBAI,NTD PWD PWD-NTD PH,810342,1
2026,Round 1,1103,GSMC MUMBAI,OBC EMOBC (EMR),2336,9
2026,Round 1,1103,GSMC MUMBAI,OBC EMOBCW (EMR),2766,1
2026,Round 1,1103,GSMC MUMBAI,OBC HA HOBC W,6804,1
2026,Round 1,1103,GSMC MUMBAI,OBC HA OBC,4211,2
2026,Round 1,1103,GSMC MUMBAI,OBC HA OPEN (EMD),732,1
2026,Round 1,1103,GSMC MUMBAI,OBC OBC,4281,13
2026,Round 1,1103,GSMC MUMBAI,OBC OBC(W),5998,9
2026,Round 1,1103,GSMC MUMBAI,OBC OPEN (EMD),1791,8
2026,Round 1,1103,GSMC MUMBAI,OBC PWD HA PEM OBC PH (EMR),28934,1
2026,Round 1,1103,GSMC MUMBAI,OBC PWD PWD-OBC PH,230727,1
2026,Round 1,1103,GSMC MUMBAI,OBC PWD PWD-OPEN (EMD),25747,1
2026,Round 1,1103,GSMC MUMBAI,OPEN,1796,21
2026,Round 1,1103,GSMC MUMBAI,OPEN (W),1997,15
2026,Round 1,1103,GSMC MUMBAI,PWD PWD-OPEN PH,6182,1
2026,Round 1,1103,GSMC MUMBAI,SC HA HSC,20959,1
2026,Round 1,1103,GSMC MUMBAI,SC PWD PWD-SC PH,191206,1
2026,Round 1,1103,GSMC MUMBAI,SC SC,27059,17
2026,Round 1,1103,GSMC MUMBAI,SC SC (W),21969,9
2026,Round 1,1103,GSMC MUMBAI,SEBC EMSEBCW (EMR),3247,2
2026,Round 1,1103,GSMC MUMBAI,SEBC OPEN (W) (EMD),1477,2
2026,Round 1,1103,GSMC MUMBAI,SEBC SEBC,3994,12
2026,Round 1,1103,GSMC MUMBAI,SEBC SEBC(W),3788,4
2026,Round 1,1103,GSMC MUMBAI,SEBCHA HSEBC,3304,1
2026,Round 1,1103,GSMC MUMBAI,SEBCPWD PWD-SEBC PH,83566,1
2026,Round 1,1103,GSMC MUMBAI,SOBC OBC,3903,2
2026,Round 1,1103,GSMC MUMBAI,SOBC OBC(W),3854,1
2026,Round 1,1103,GSMC MUMBAI,SOBC OPEN,1222,1
2026,Round 1,1103,GSMC MUMBAI,SOBC OPEN (W) (EMD),1120,1
2026,Round 1,1103,GSMC MUMBAI,ST HA HST,95435,1
2026,Round 1,1103,GSMC MUMBAI,ST PWD PWD-ST PH,578987,1
2026,Round 1,1103,GSMC MUMBAI,ST ST,64550,8
2026,Round 1,1103,GSMC MUMBAI,ST ST (W),74604,4
2026,Round 1,1103,GSMC MUMBAI,VJA EMVJA (EMR),2155,1
2026,Round 1,1103,GSMC MUMBAI,VJA HA VJA,6515,1
2026,Round 1,1103,GSMC MUMBAI,VJA OPEN (EMD),799,1
2026,Round 1,1103,GSMC MUMBAI,VJA PWD PWD-OPEN PH,14641,1
2026,Round 1,1103,GSMC MUMBAI,VJA VJA,5893,2
2026,Round 1,1103,GSMC MUMBAI,VJA VJA (W),3046,2
2026,Round 1,1104,Nair MC MUMBAI,D2 DEF2,34450,1
2026,Round 1,1104,Nair MC MUMBAI,D3 DEF3,14157,1
2026,Round 1,1104,Nair MC MUMBAI,EWS EWS,24023,8
2026,Round 1,1104,Nair MC MUMBAI,EWS EWS(W),23278,4
2026,Round 1,1104,Nair MC MUMBAI,EWS PWD PWD-EWS PH,805780,1
2026,Round 1,1104,Nair MC MUMBAI,HA OPEN,6889,1
2026,Round 1,1104,Nair MC MUMBAI,NTB NTB,38405,2
2026,Round 1,1104,Nair MC MUMBAI,NTB NTB(W),34358,1
2026,Round 1,1104,Nair MC MUMBAI,NTC HA EMNTC (EMR),16573,1
2026,Round 1,1104,Nair MC MUMBAI,NTC NTC,19492,2
2026,Round 1,1104,Nair MC MUMBAI,NTC NTC(W),15157,1
2026,Round 1,1104,Nair MC MUMBAI,NTC OPEN (EMD),6577,1
2026,Round 1,1104,Nair MC MUMBAI,NTD NTD,10930,2
2026,Round 1,1104,Nair MC MUMBAI,NTD NTD(W),12682,1
2026,Round 1,1104,Nair MC MUMBAI,NTD OPEN (W),6961,1
2026,Round 1,1104,Nair MC MUMBAI,OBC D1 DEF1,27052,1
2026,Round 1,1104,Nair MC MUMBAI,OBC D1 DEF1 W,23599,1
2026,Round 1,1104,Nair MC MUMBAI,OBC HA HEM OBC (EMR),11177,1
2026,Round 1,1104,Nair MC MUMBAI,OBC HA HOPEN (EMD),6501,1
2026,Round 1,1104,Nair MC MUMBAI,OBC HA OBC,12790,2
2026,Round 1,1104,Nair MC MUMBAI,OBC HA OBC(W),14788,1
2026,Round 1,1104,Nair MC MUMBAI,OBC OBC,13821,13
2026,Round 1,1104,Nair MC MUMBAI,OBC OBC(W),16184,6
2026,Round 1,1104,Nair MC MUMBAI,OBC OPEN,5218,1
2026,Round 1,1104,Nair MC MUMBAI,OBC PWD PWD-OBC PH,465850,1
2026,Round 1,1104,Nair MC MUMBAI,OPEN,7034,16
2026,Round 1,1104,Nair MC MUMBAI,OPEN (W),7151,9
2026,Round 1,1104,Nair MC MUMBAI,ORP-C ORPHANC OrphanC,49574,1
2026,Round 1,1104,Nair MC MUMBAI,PWD PWD-OPEN PH,417310,2
2026,Round 1,1104,Nair MC MUMBAI,SC HA SC,57509,1
2026,Round 1,1104,Nair MC MUMBAI,SC PWD PWD-SC PH,484259,1
2026,Round 1,1104,Nair MC MUMBAI,SC SC,65989,9
2026,Round 1,1104,Nair MC MUMBAI,SC SC (W),72747,5
2026,Round 1,1104,Nair MC MUMBAI,SEBC SEBC,13789,8
2026,Round 1,1104,Nair MC MUMBAI,SEBC SEBC(W),14165,4
2026,Round 1,1104,Nair MC MUMBAI,SEBCD1 DEF1,26234,1
2026,Round 1,1104,Nair MC MUMBAI,SEBCHA HSEBC,12873,1
2026,Round 1,1104,Nair MC MUMBAI,ST HA HSTW,213451,1
2026,Round 1,1104,Nair MC MUMBAI,ST PWD PWD-ST PH,988094,1
2026,Round 1,1104,Nair MC MUMBAI,ST ST,151864,5
2026,Round 1,1104,Nair MC MUMBAI,ST ST (W),151037,2
2026,Round 1,1104,Nair MC MUMBAI,VJA VJA,24114,3
2026,Round 1,1104,Nair MC MUMBAI,VJA VJA (W),27060,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,I.Q.,83951,15
2026,Round 1,1105,K J Somaiya MC MUMBAI,NTB HA NTB,96468,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,NTC NTC,58381,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,NTC NTC(W),54297,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,NTD NTD,48562,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,OBC EMOBC (EMR),40697,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,OBC HA OBC,47658,2
2026,Round 1,1105,K J Somaiya MC MUMBAI,OBC OBC,49133,3
2026,Round 1,1105,K J Somaiya MC MUMBAI,OBC OBC(W),44302,2
2026,Round 1,1105,K J Somaiya MC MUMBAI,OBC OPEN,30766,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,OBC OPEN (EMD),32658,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,OPEN,33827,34
2026,Round 1,1105,K J Somaiya MC MUMBAI,OPEN (W),24450,15
2026,Round 1,1105,K J Somaiya MC MUMBAI,SC SC,113673,4
2026,Round 1,1105,K J Somaiya MC MUMBAI,SC SC (W),104622,2
2026,Round 1,1105,K J Somaiya MC MUMBAI,SEBC SEBC,56531,5
2026,Round 1,1105,K J Somaiya MC MUMBAI,SEBC SEBC(W),50701,3
2026,Round 1,1105,K J Somaiya MC MUMBAI,SEBCHA SEBC,53925,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,SOBC OBC,47975,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,SOBC OBC(W),40012,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,ST HA ST,272160,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,ST ST,297117,2
2026,Round 1,1105,K J Somaiya MC MUMBAI,ST ST (W),313753,1
2026,Round 1,1105,K J Somaiya MC MUMBAI,VJA VJA,83359,1
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,EWS OPEN,49748,4
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,EWS OPEN (W),33909,1
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,I.Q.,171918,19
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,NTB NTB,73555,1
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,NTB NTB(W),123495,1
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,NTC NTC,61846,2
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,NTC NTC(W),65380,1
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,NTD EMNTD (EMR),53773,1
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,NTD OPEN,52359,2
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,NTD OPEN (EMD),51750,1
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,OBC EMOBC (EMR),54508,6
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,OBC I.Q.,153921,4
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,OBC OBC,56039,4
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,OBC OBC(W),54054,4
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,OBC OPEN (EMD),52891,6
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,OPEN,52766,41
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,OPEN (W),47655,22
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,SC SC,143352,7
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,SC SC (W),140491,3
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,SEBC SEBC,60923,7
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,SEBC SEBC(W),57629,4
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,SEBCHA SEBC,59292,2
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,ST ST,330168,4
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,ST ST (W),327080,1
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,VJA VJA,85399,1
2026,Round 1,1108,Terna MC NERUL NAVI MUMBAI,VJA VJA (W),98477,1
2026,Round 1,1109,RGMC KALVA THANE,D1 DEF1,21065,1
2026,Round 1,1109,RGMC KALVA THANE,D1 DEF1 W,51134,1
2026,Round 1,1109,RGMC KALVA THANE,D2 DEF2,48849,1
2026,Round 1,1109,RGMC KALVA THANE,D3 DEF3,14665,1
2026,Round 1,1109,RGMC KALVA THANE,EWS EWS,33643,5
2026,Round 1,1109,RGMC KALVA THANE,EWS EWS(W),29551,2
2026,Round 1,1109,RGMC KALVA THANE,EWS HA HEWS,39946,1
2026,Round 1,1109,RGMC KALVA THANE,HA HOPENW,20505,1
2026,Round 1,1109,RGMC KALVA THANE,NTB HA NTB,68247,1
2026,Round 1,1109,RGMC KALVA THANE,NTB NTB(W),65573,1
2026,Round 1,1109,RGMC KALVA THANE,NTC NTC,31066,2
2026,Round 1,1109,RGMC KALVA THANE,NTC NTC(W),28936,1
2026,Round 1,1109,RGMC KALVA THANE,NTD NTD,22763,1
2026,Round 1,1109,RGMC KALVA THANE,NTD NTD(W),35278,1
2026,Round 1,1109,RGMC KALVA THANE,OBC D1 DEF1,34075,1
2026,Round 1,1109,RGMC KALVA THANE,OBC HA OBC,22240,2
2026,Round 1,1109,RGMC KALVA THANE,OBC OBC,23209,8
2026,Round 1,1109,RGMC KALVA THANE,OBC OBC(W),25257,4
2026,Round 1,1109,RGMC KALVA THANE,OBC PWD PWD-OBC PH,461698,1
2026,Round 1,1109,RGMC KALVA THANE,OPEN,10322,12
2026,Round 1,1109,RGMC KALVA THANE,OPEN (W),10212,5
2026,Round 1,1109,RGMC KALVA THANE,PWD PWD-OPEN PH,441610,1
2026,Round 1,1109,RGMC KALVA THANE,SC HA HSC,113312,1
2026,Round 1,1109,RGMC KALVA THANE,SC PWD PWD-SC PH,788232,1
2026,Round 1,1109,RGMC KALVA THANE,SC SC,82132,6
2026,Round 1,1109,RGMC KALVA THANE,SC SC (W),81130,3
2026,Round 1,1109,RGMC KALVA THANE,SEBC SEBC,21853,5
2026,Round 1,1109,RGMC KALVA THANE,SEBC SEBC(W),19908,3
2026,Round 1,1109,RGMC KALVA THANE,SEBCPWD PWD-SEBC PH,852855,1
2026,Round 1,1109,RGMC KALVA THANE,SOBC OBC(W),24466,1
2026,Round 1,1109,RGMC KALVA THANE,ST D1 ST,220765,1
2026,Round 1,1109,RGMC KALVA THANE,ST HA ST,206375,1
2026,Round 1,1109,RGMC KALVA THANE,ST ST,215977,2
2026,Round 1,1109,RGMC KALVA THANE,ST ST (W),218007,2
2026,Round 1,1109,RGMC KALVA THANE,VJA ORP-A ORPHAN Orphan-A,1110051,1
2026,Round 1,1109,RGMC KALVA THANE,VJA VJA,38186,2
2026,Round 1,1109,RGMC KALVA THANE,VJA VJA (W),48095,1
2026,Round 1,1110,BJMC PUNE,D2 DEF2,20306,1
2026,Round 1,1110,BJMC PUNE,D3 DEF3 W,29622,1
2026,Round 1,1110,BJMC PUNE,EWS EWS,16747,11
2026,Round 1,1110,BJMC PUNE,EWS EWS(W),15224,6
2026,Round 1,1110,BJMC PUNE,EWS HA EWS,12655,2
2026,Round 1,1110,BJMC PUNE,EWS OPEN,3921,1
2026,Round 1,1110,BJMC PUNE,EWS OPEN (W),3895,1
2026,Round 1,1110,BJMC PUNE,EWS PWD PWD-EWS PH,460344,1
2026,Round 1,1110,BJMC PUNE,HA HOPEN,3755,1
2026,Round 1,1110,BJMC PUNE,HA OPEN,5075,1
2026,Round 1,1110,BJMC PUNE,MKB MKB,13627,1
2026,Round 1,1110,BJMC PUNE,NTB HA HNTB,58106,1
2026,Round 1,1110,BJMC PUNE,NTB NTB,19553,3
2026,Round 1,1110,BJMC PUNE,NTB NTB(W),30884,1
2026,Round 1,1110,BJMC PUNE,NTC NTC,13553,6
2026,Round 1,1110,BJMC PUNE,NTC NTC(W),17011,2
2026,Round 1,1110,BJMC PUNE,NTC PWD PWD-OPEN PH,195831,1
2026,Round 1,1110,BJMC PUNE,NTD D1 DEF1 W,8866,1
2026,Round 1,1110,BJMC PUNE,NTD EMNTD (EMR),5865,1
2026,Round 1,1110,BJMC PUNE,NTD NTD,7322,2
2026,Round 1,1110,BJMC PUNE,NTD NTD(W),8341,1
2026,Round 1,1110,BJMC PUNE,NTD OPEN (EMD),5223,1
2026,Round 1,1110,BJMC PUNE,OBC D1 DEF1,16471,2
2026,Round 1,1110,BJMC PUNE,OBC EMOBC (EMR),6928,5
2026,Round 1,1110,BJMC PUNE,OBC EMOBCW (EMR),6756,2
2026,Round 1,1110,BJMC PUNE,OBC OBC,9644,19
2026,Round 1,1110,BJMC PUNE,OBC OBC(W),11513,9
2026,Round 1,1110,BJMC PUNE,OBC OPEN (EMD),5224,5
2026,Round 1,1110,BJMC PUNE,OBC OPEN (W),4666,1
2026,Round 1,1110,BJMC PUNE,OBC OPEN (W) (EMD),5875,1
2026,Round 1,1110,BJMC PUNE,OBC ORP-C ORPHANC-OB Orphan-C OBC,59801,1
2026,Round 1,1110,BJMC PUNE,OBC PWD PEM OBC PH (EMR),308697,1
2026,Round 1,1110,BJMC PUNE,OBC PWD PWD-OBC PH,347653,1
2026,Round 1,1110,BJMC PUNE,OBC PWD PWD-OPEN (EMD),250837,1
2026,Round 1,1110,BJMC PUNE,OPEN,5364,24
2026,Round 1,1110,BJMC PUNE,OPEN (W),4819,10
2026,Round 1,1110,BJMC PUNE,PWD PWD-OPEN PH,23871,1
2026,Round 1,1110,BJMC PUNE,SC HA HSC,48979,1
2026,Round 1,1110,BJMC PUNE,SC PWD PWD-SC PH,427097,1
2026,Round 1,1110,BJMC PUNE,SC SC,54667,17
2026,Round 1,1110,BJMC PUNE,SC SC (W),51475,8
2026,Round 1,1110,BJMC PUNE,SEBC EMSEBC (EMR),6180,2
2026,Round 1,1110,BJMC PUNE,SEBC EMSEBCW (EMR),7002,2
2026,Round 1,1110,BJMC PUNE,SEBC OPEN (EMD),4839,2
2026,Round 1,1110,BJMC PUNE,SEBC OPEN (W),5467,1
2026,Round 1,1110,BJMC PUNE,SEBC OPEN (W) (EMD),6161,3
2026,Round 1,1110,BJMC PUNE,SEBC SEBC,8416,10
2026,Round 1,1110,BJMC PUNE,SEBC SEBC(W),9033,2
2026,Round 1,1110,BJMC PUNE,SEBCHA EMSEBCW (EMR),6830,1
2026,Round 1,1110,BJMC PUNE,SEBCHA HOPENW,3453,1
2026,Round 1,1110,BJMC PUNE,SEBCHA HSEBC,5643,1
2026,Round 1,1110,BJMC PUNE,SEBCHA SEBC,7007,1
2026,Round 1,1110,BJMC PUNE,SEBCHA SEBC(W),10275,1
2026,Round 1,1110,BJMC PUNE,SEBCPWD PWD-SEBC PH,420716,1
2026,Round 1,1110,BJMC PUNE,SOBC HA HOBC W,8849,1
2026,Round 1,1110,BJMC PUNE,SOBC OBC,7486,1
2026,Round 1,1110,BJMC PUNE,SOBC OPEN (W) (EMD),4172,1
